ROOT,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
ARH,0,0,0,0,0,1.8332464946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1610625792,2.989105943,0,0,0,0,0.0007083596,0,0,0,0,0.0610744081,0.3871881531,0,0,0,0.0020148018,1.64487862590048E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038802429,0,0,0,0,0,0,0,0,0,0.0086615725,0,0,0,0,0,0,0,0,0,0,1.6925544233,0,0,0,0,0,0.1348897283,0,0,0,0,0,1.3117082508,0,0,0,0,0,0,0,0,0,0.512035648,1.5612431427,0.0095701431,0,0,0,0,0,0,0.0091966608,0,0,0.0177899613,0,0,0,0,0,0.1440697127,0,0,0,0,0.0188264303,0,0,0.0697930606,0.0062784315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034556426,0,0,0,0,0.050107952,0,0.8274855856,0.1410770099,0.0144569347,0.1151384043,0,0,0.0134734889,0,0,0.0102796982,0.0027187325,0,0,0,0,0.3302282283,0,0,0,0,0,0,0.0116595863,0,0,0,0,0,4.78598385685738E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014370856,0,0,0.0055202462,0,0.0515672122,0
AUDd,0.0002460362,0,0,0.007173484,0.0005583931,0,0.0014508491,0.0025601238,0.0030653949,0.0001907496,0,0,0,0,0.0012043303,0.0392802181,9.57859498101807E-05,0.9297468058,1.1490357781,0.8699618964,0,0,0,0,0.0400301182,0.001631507,0.000757863,0,0.0136581363,0,0.0171676325,0,0.0004030393,0.000063926,0.0014748674,1.3748826385,0,0.0160146496,0.0135024043,0.0003420041,0.0161653688,0,0.000004757,0.0003149826,6.03057752272784E-05,0.2208503848,0.1054762652,0.0111806147,0.0088796299,9.63214578931294E-05,0.0001243888,0,0,0,0.0308009864,0.0004996363,0.0042737955,0.0059398623,0,0.2358509349,0.0717818202,0.4933967301,0,0,0.0010571754,2.25258805416793E-05,4.70713199040466E-05,0.0026008048,0.01657202,0.0003590806,0,0.0353971165,0.0305326582,0,0.000906796,0.0233229389,0.0001800513,0.0010740412,0,0.0010183838,0,0,0.0056764275,0,0.000125288,0.0007100569,0,0,0.0988880662,0.0391201018,0.13026523,8.00105738576833E-05,6.51232044744544E-05,0,0.002642173,0.1212072811,0,0,0,0.2698479648,4.7232626364113E-06,0.0021109504,0,0,0.0242253441,2.99469080198849E-05,0.0001469401,0.0129083023,0.008160038,0.0004013233,0,0,0.00159057,0,9.01731936297652E-05,5.26368317042047E-05,0.1138303493,0.0021243439,0.0009396702,0.0043754232,0,0.0414500601,0.0081237897,0.0018182358,0.007306658,0.000606238,0.0012575681,0,0,0,0,0.0011795492,0.0295547209,0,0.029674988,0.0048742967,0.0015182019,0,0.0167927255,0.0229597658,0.0009177042,0.0029834004,0,1.1221209948,0,0,0.0001034237,0,2.1277367225606E-06,0,0.0015033238,0,0.0001426692,0.0011638399,0.0289956337,0.0198061479,0,0,0.05089384,0,0.8200638015,0.0679743217,0,0,0.0019620007,0.0006340036,0.0119058282,0,0.007243024,0,0.0010461649,0.0380622665,0.0005385653,0.0009488982,0.0013770705,0.000694377,0.3827072373,0.0983600065,0,0,0.853318846,0,0.0971513678,0,0,0.0012187519,0,2.73898800910216E-05,0.0004548704,0.7386753182,0.0006815471,0.0014942682,0,0.0038578437,0.0001251377,0.0002519116,0,0.0003334685,0.0008002893,0.0148015163,0.4492525644,0.2759674571,0.1396765272,0.2665921369,0.0186505489,0.034920688,0.0006420018,0,0.0225236943,0.0276616412,0.0003064261,0.0002516197,7.84783524780889E-05
AUDp,0,0,0,0,0,0,0,0,0,0,0,0,0.0023444343,0,0,0,0,0.0551791033,0,0.1349870253,0,0,0,0,0.0180635962,0,0.0016125378,0,0.0028774643,0,0,0,0,8.64000676431107E-05,0,0,0,0.0077340748,0.0058973349,0.0004383986,0,0,0,0,0,0,0,0,0,0,0.0004311167,1.10890700980521E-05,0,0,0,3.19433652092442E-05,0,0,0,0.0727332497,0.1466368473,0.399937609,0,0,0,0,0.0002705552,0,0,0,0,0,0,0,0,0.028520183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083950881,0.0747384031,9.45687120702694E-06,0,8.02036512337349E-05,0.1022794842,0,0,0,0,0,0,0,0.0006238432,0.0003478703,0.0093139908,0,4.45947819127495E-05,0,0,5.5854898201076E-05,0,0,0,0.0002085677,0,0,0.033444564,0,0,0,0.0010514362,0,0,0.0001402581,0,0,0,0,0,0,0,0,0.0028523691,0.0049970536,0.017551281,0.0028067396,0,0.0007355935,0.0026970871,0.0170846481,0,0,0,0.2551098863,0,0,1.95401325043247E-05,0,0,0,0,0,0,0,0,0,0,0,0.0145103549,0,0,0,0,0,0.001536427,0,0.0023482198,0.0073242074,0.0027705446,0,0,0,8.71673019746969E-05,0,0,0,0,0,0,0,0.0941806456,0,0,0,0,0,0,0,0,0,0,0.0004938454,0,0,0,0,0,0.0004877406,0,0,0.1047019181,0,0,0.0107885926,0,0,0,0,0,0,0,0,0.000013753
AUDv,0.0086533596,0.0280723338,0.0001656271,0.291747606,7.3648514553631E-06,0.0055950796,0.0693112243,0.0091223559,0.072149475,4.0567539217706E-05,0,0,0,0,0.0033027726,0.0021866749,0,0.7675856827,1.245123336,0.862850308,0.0004141549,0.1798191045,0.0353388874,0.0395307335,0,0,0.0099580101,0.2007589392,0.0106335706,0.0126508481,0.0538945097,0,0.0085091507,0,0,1.3567777583,0.0007587392,0.013879008,0.0248031837,0.000122857,0,0.0071420201,0,0.0049162088,0.0005013834,0.3694712124,0,0,0.0712749345,0.0009608583,0,0,0.0290877855,0.0229624216,0.1229425189,0,0,0,0.0112340117,0.158138413,0.1569068991,0.3793434691,0.0777394254,0.0039403606,0.0036530247,0,7.02068137190903E-05,0.0016187505,0.154914197,0.000073762,0,0,0,0.0035328261,0.0935883184,0,0.0106140404,1.84947871789709E-05,0,0,6.40749090589274E-06,0.0023122231,0.004957456,0.0360416934,0.000192612,0.0003713257,0.0383312203,0.0006241119,0.1070330261,0.0961100108,0.2596770735,0.0001568417,0.0001235828,0,0.4532157606,0.6311808544,9.53605604563384E-05,0.0035904792,0.0024156848,0.4793637905,0,0.0006948139,0.003532376,0,0.0123877255,0.0036146055,0,0.000391692,0.0123340314,0,0.1046962492,0.0368476327,0.0833289097,0,0,0.0039207897,0.2854482515,0,0,0.0410798468,0.0031015072,0.0852617951,0.0125143855,0,0.0684864017,6.04806420021991E-05,0.0014339219,0.0134914153,0.0078525227,0.0672087235,0.0003257002,0.2522949311,0.0322825705,0,0.0347834949,0.0178571245,0,0,0.0192950269,0.038050684,0.0003459598,0.0003060158,0.001128669,0.0437936544,0.0014860179,0.0083338235,6.98077218862542E-05,2.85611530333177E-05,0,0.003365097,0.0162688225,0.0110418267,0,0.0049577767,0.0380405999,0.0091670238,0.0018168082,0,0.0744983993,0.0005930346,0.2724858938,0,0,0.0814091194,6.34965189196483E-06,0.0135792775,0.018522343,0.0015068785,0.0035575736,0.0073756634,0.0091163411,0.0814645146,0.0002998005,0,0,0,2.6076454764,0.6272168223,0,0,0.2316376002,1.1846466256,1.0658077301,0.0005226243,0,0,0.0003097743,0.0022973038,0.0006848932,0.7800963938,0,0.0168781498,0,0,0.0081580842,0,0,0.0001745356,0.0004566453,0.2500476647,0,0,0,0,0.0100914095,0,0.02255591,0.0017429756,0.1805584412,0.2251387123,0,0.023552856,6.28753461496918E-05
AV,0,0.4617874824,0.2411536061,0,0.0035208185,0,0,0,0,0,0,0.0016308592,0.0047962198,0,0,0.0055414666,8.09544717341051E-05,0.0108934834,0.0025240296,0,0,0,0,0,0,0.0007611009,0,0,0.0001155089,0,0,0,0,0,0,0.9204917737,0,0.0007888604,0,0,0.009048665,0,0,0,0,0,0,0,0,0,0.000698476,1.37135710407152E-06,0,0,0,0,0,0,0,0.000002624,0,0,0,0,0,0,0.000088191,0,0,0,0.0753977529,0.0004913802,0.0021081292,0,0,0.047250388,0,0.0001487422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2389700217,1.1110308763,0,0,0,0,0,0,0,0,0,0,0,0.0002699936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081284847,0,0,0,0,0,0,6.69914495871817E-06,0,0.0002063828,0.3970600241,6.82446921139923E-05,0,0.1212490875,0.0007423544,0,0,0,0,0,0.3740465676,0,0,2.51589110180158E-05,0,1.05235923594415E-05,0,0,0,0,0,0,0.1093240453,0.6002933321,1.6236341829,0.0425232323,0,0.0014328214,0.0112519511,0,0,0.000688977,0,0,0,0,0,0,0,0,0.0003683884,0,0,0.0972257928,0,0,0,0.2042682133,0,0,0,0.1117053566,0.064546712,0.0013632639,0,0,0.0029752005,0,0,0,0,0,0,0,0.0001682136,0,0,0.0969190181,0.1568059863,0.0155789504,0.1584014794,0.0034066003,0.0173943551,0,0,0,0,0,0,0
BLA,0.2845314509,0.3812654899,0.2132190577,3.2426507374,0,0.0200863323,0.3506742171,0.0428547618,0.3196341003,0,0,0,0.0005506071,0,0.0540528384,0,0.0016734109,0.0186318622,0,0,0,0.0412284567,0,0.3885131406,0.1560934959,0.0008745905,0.0461103276,0.551687206,0,0,0.3813017539,0,0,0,0,6.248227759,0,0.0005799072,0,0,0,0.0023085778,0,0.0697602185,0,0,0,0.1215182114,0.4839347208,0.0467259543,0,0,0.0833779509,0.1913457808,0.2656222943,0,0,0.1601344946,0.0109741635,0,0,0,0.490176169,0,0,0,0.0001413378,0,0,0,0,0,0,0,0,0,0.0838171948,0,0.0130150706,0.0802481152,0.0017043221,0.068145249,0,0,0,0,0.1418784722,0.0008533625,0,0,0,0.0001693036,0,0,0.2922564203,0.7602322033,0.0055921059,0.0135451146,6.40947733659167E-06,0,0.0046612512,0,0.0555015309,0,0,0.1654456341,0,0,0,0,0.1754987663,0.2887993689,0.2035659618,1.6020772109,0.0303300706,0,0,0.0553747744,0,0,0,0.019924074,0,0.0001245872,0,0,0,0,0,0.6523965341,0,0,0,0.0129345515,0,0,0.022498804,0.0002548821,0,0,0,0,0.0011201684,0.0163370078,0.0010028958,0,0.0003833716,0.0006642855,0,0.0039990109,0,0,0,0,0,0.0017152844,0.0072360467,0.0028947948,0,0.0020084652,0,0,0,1.2388364648,0.0003282498,0,0,0,0,0,0,0,0,0,0,0,0.061468221,0.009229558,0.0353194942,0.0151547022,0.0213546566,0,0.0625306071,0,0.0152381179,0.2321852884,0,0,0,0,0,0,0,0.0762500163,0.0084117182,0,0,0.000008004,0,0,0.0187695153,0.0069984083,0,0.0189986839,0,0.0002023541,0,0.0305121832,0,0,0,0,0
BMA,0.1232338486,0,0,0,0,0.0402508055,0,0.0138430803,0,0,0,0,0,0,0,0,0.0020410468,0,0,0.021190973,0,0.0172969258,0,1.027383434,0.066956868,0,0.0155391847,0.3936639711,0,0,0,0.0002860824,0.0005445305,0.0251238155,0,0,0,0,0,5.20803679651302E-05,0.0105993618,0.0335924249,0,0,5.06022971618575E-05,0.172417337,0.4687612412,0,0,0.0004695285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011199004,0,0,0.0002895127,0,0.1513306723,0,0,0,0,0,0.5660324725,0,0.3072994279,0,0.0062088092,0.1270028179,0.0094143357,0.0305110449,0,0.0003324158,0,0,0,0.0088800874,0,0,0,0,0,0,0,0,0.0703809764,0.2067060213,0,0,0.0260551026,0,0.1115801462,0,0,0,0,0,0,5.43936870004912E-05,0,0,0,0,0.0772276903,0.0090274422,0,0,0,0,0,0.0808388248,0,0,0,0,0,0.0175969519,0,0,0.0046436285,0,0,0,0,0,0,0,0,0,0,0,0.0089295142,0,0.0272510229,0.0132455594,0.0017149045,0.0097046358,0,0.0276879406,0.0018640422,0,0,0,0,0,0,0,0,0.0022098048,0,0,0,0.1992496954,0,0,0,0,0,0.0002454809,7.13541560476303E-05,0,0,8.12298018425843E-05,0,0,0,0,0,0,0,0,0,0,0,0.2548614221,0.0062351266,0,0,0.0998091752,0.1839171024,0,0,0,0.1025034782,0,0,0.000020511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69925322561068E-05
BST,0.0185812876,0,0,0,0,0.0450632239,0,0,0,0,0,0,0,0,0,0,0.0229909187,0,0,0,0,0.0040742402,0.0299051733,0,0,0,0,0.0810834445,0.0011374762,0,0,0.0031786912,0,0.0002546436,0.0385510381,0,0,0.0003185127,0.0059817311,6.1340268357434E-05,0,0.0856310241,0,0,0.0035722725,0,0,0,0,0,0.0001003449,0,0,0.0020571606,0.0006030193,0,0,0,0.0064444696,0,0,0,0,0.002377562,0,0,0,0.0024886026,0,0,0,0,0,0,0.4078555478,0,0.0633464794,4.57070575541027E-06,0,0.0208639782,0,0.0051560506,0,0,0.00017417,0,0.1780629666,0.0082115136,0,0,0,0.0067479701,0.0025761006,0,0,0,0.0228405118,0.0368432551,0,0.1692002712,0,9.5580389354319E-05,0,0,0.0004568578,0.0019343257,0,0,0,0,0,0,0,0.0112752657,0.0277039903,0,0.1907011505,0,0.0030098545,0.0175079126,0.0011148846,0,0,0.0001148469,0,0,2.90474414370952E-05,0.019520635,0,0,0.003124727,0,0,0,0.0010751012,0.0026748847,0,0.0001913457,0.0007088303,0.0046099665,0,0.0002426401,0.0117185993,0,0.0208111311,0.049594576,0.0172089777,0.003244146,0,0.0413139437,0.0076278807,0,0,0.0083616533,0.0204887961,0,0,0,0,0.0149185646,0,0,0,0.1710023399,0,0,0.0096253221,0.0077877597,0.0001703729,0.0036640188,0.0010336376,0.0026325701,0,0,1.8591173877336E-05,6.69235123981714E-05,0,0,0,0.0002021834,0,0,0,0.0067757079,0,0.0244823229,0.0095142187,0.0020249287,0.0001243535,0,0.0053919246,0,0,0,0.1223848314,0.0002458576,0,7.91495398786628E-05,0.0007409128,0,0,0,0,0,0,0,0,0.0750695726,0,0,0,0.0579036145,0
CA1,0,0,0,0,0,0,0,0.0007704957,0,0,0,0,0.0001916825,0.0001347041,0.0148303429,0,0,0,0,0,0,0.0181128474,0.0047167387,0,0,0,0,0.0018161904,5.04878939787841E-05,0.0008269781,0,2.02853663637827E-05,0,8.65924778584724E-05,0.0071585731,0,3.91202186088485E-05,0.000136913,0,3.06518025145559E-05,0,0,0,0,0,0.004342239,0.1326996539,0.0726711762,0.0010667183,0.0027792654,0,0,0,0,0,0,0,0,0.000921757,0,0,0,0.0007372612,0,0,0,0,0,0,0,0,0,0.0079108455,0.0001014627,0,0.0015981708,0,0,0,0.0420007474,0.0005606728,0,6.48825016345187E-06,0,0,0,0,0,0,0,0,5.13334722231599E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35422368466492E-05,0,0,6.07332146581647E-05,0,0,0,0,0.0034129402,0.0008017116,0,0,0,0,0,0,0,0.0002017969,0,0,0,0,0.0176092241,0.0042879194,0,0,0,0,0,3.06330865642166E-05,0,9.38043417801879E-05,0,0.0007110486,0,0,0,0,0,0,0,0,3.93570521799071E-06,0,0,0,1.53486792108395E-06,0,0,0.0036558961,0,0,0.0009251308,0,0,0,0.0030479008,0,0,0,0,0,0,0,0,0,0,2.27881073797717E-06,0,0,0,0,0,0,0.0054327257,0,0,0,0.3231352403,0.0672316213,0,0,0,0,0.0132462991,0,0,0.001689642,0,0,0,0,0,0,0,0.0029290166,0,0,0,0,0,0,0,0,0,0,0
CA2,0.0030872155,0.0247494466,0,0,0,0,0,0.0075177339,0,2.63943744982258E-05,0.0015835711,0.0005673384,0.0059416336,0.0027663225,0,0,0.0004926617,0,0,0,0,0,0,0,8.4635490249,0.3042061507,2.3781983098,0,0.0004899984,0.0079630334,0,0,0,0.0003174935,0,0,0,0.0033589078,0,0.0004112484,0.9292817276,0,0,0,0,0.0187813704,0,0,0.001304169,0,0.0006888238,0,0.0009525063,0,0,0,0,0,0,0.0005836332,0.0022132498,0,0,0,0.0020542597,0,0.0015448434,0,0.001526593,0,0,0,0,0.0010381447,0.0267054296,0.0136010795,0.0272207069,0.0036780042,1.0670595233,0,0,0.0041494755,0,0.0045916148,0,0.0005878808,0,0.0003011853,0.0010976971,0,0,0.0002540216,0.0015280072,0.0079934103,0,0.0396029065,0,0.0070971352,0,0,0,0,0.0960837927,0,0,0.0012705824,0.0001645665,0,0,0,0,0,0.0064362471,0.0004451733,0,0,0,0.0364586574,0,0,0,0.0003776646,0,0.002897532,0,0,0.0017211621,0,0,0.0121615831,7.88029770580631E-08,0.009600223,0,0.0202652064,0,0,0.0511827018,0,0,0,0,0,0,0,0,0.0015606085,0.0001205685,0,0,0,0,0.0024302035,0,0,0,0,0.0023300487,0,0,0,0,0,0,0.0089436511,0.0005964062,0.0067419454,0,0,0,0,0,0,1.62029407687458E-05,0.0006048061,0.0005104989,0,0,0,0,0,0.251177372,0.011907757,0,0,1.0036664495,0,0.0052829818,0,0,0,0,0,0,0,0.0022308574,0,0.0236400546,0.0016404868,0,0.000424259,0,0,0,0,0,0.0011801302,0.0044779921,0,0,0,0,0,0
CA3,0.0001751995,0,0.0098192247,0,0.0112676061,0,0,0,0,0,0,0,0.0001102096,0,0.0134039156,0,0,0,0,0,0.0032921435,0,0,0,2.3308011481,0.1378714636,1.1627845798,0,0,0,0,0,0,0,0,0,0,0,0,6.18583329774538E-05,0.2472063597,0,0,0.0010707667,0,0,0.0192034524,0.0465425877,0,0,8.26245925328804E-05,0,0,0,0,0,0,0,0,0,0,0,0.0114717606,0,0,0,0,0,0,0,0.0435276286,0.0075859046,0.0104890004,0,0,0,0.005376635,0,0.2965842407,0.4219500697,5.39837411365713E-05,0.0007806195,0,0,0,0,0,0.0006524149,0,0,0.0006378516,5.64006562687631E-05,0,0.000496326,0,0,0,0,0,0,0.0340967123,0,0.0366332241,0,0,0,1.48055111777105E-05,0,0,0,0,0,0,0.0012752468,0.0001942038,0,0,0.0020775888,0,0,0,0.002005634,0,0.0001938779,0,0,0,0,0,0,0,0,0,0,0.0006463141,0,0,0.0002098096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000315356,0,0,0,0.0649118121,0,0,0,0,0,0,0,0,0,4.23117406686133E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.7787262018,0,0,0,0,0.0031300244,0,0.0474981317,0.0106451969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA,0,0.0222298457,0.0124372867,0,0,0,0,0,0,0.0028764646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000097282,0,0,0.0013416644,0,0.0230461961,0.0003563334,0,0,0,0.2021273686,0,0,0.0136315522,0.0001586748,0,0,0,0,0.0008931304,0,0,0,0,0,0,4.38416853918371E-06,0.001765317,0,0.0013990287,0,0.0470362752,0,0,3.44245602334902E-05,0,0.0008009157,0,0.0014630596,0,0,0,0.1877922025,0,0.0026382958,0,0,0,0,0.0902693066,0,0,0.0048196039,0,0,0,0.0056142288,0.0096524795,0,0.0125682777,0.0258623052,0,0,0,0.0012966503,0.0006583003,0,0,0,0.0209908941,0.0545854165,0,0,0,0.2679739783,0,0.0049918179,0,0,0.0008651495,0,0,0,0,0.0563992475,0.0208684671,0.0064119458,0.0039932349,0,0,0,0.1381315925,0.0002943169,0.1459433316,0.0966796156,0.0090268212,0,0,0,0,0.0017871779,0.0153664102,0.0124340123,0,0.0583278089,0,0,0.0025634269,0.0018603755,0.0082794314,0.0082721458,0.0012475621,0,0.0983919102,0.02397302,0.0004371139,0.0131719262,0,0,0,0.0036407825,0,0,0,0,0.0022636194,0,0.0001575053,0,0.0515566118,0.0007728293,0,0,0.00502486,0,0,0,0,0.1515391648,0,0,0.0156550545,0,0.0024657195,0.0025446006,0.0019595943,0.0189138403,0.0033362338,1.38635788656884E-05,0.0062048381,0.016933857,0.0428068508,0,0.0054179586,0.004102719,0,0.0162068055,0.0176859593,0.0223776328,0.0016795468,0,0.0044420749,0.0222437524,0.0024012911,0,0,0,0,0,0,0.0383867517,0,6.56178077175941E-06,0.0101337174,0,0,0.0009922421,0,0.0003939359,0,0.0005184849,0,0,0,0,0,0.0226632964,0.0061227211
CENT,5.66270849772921E-05,0,0,0,0,0,0.0002542755,0.0004171929,8.80418721559385E-05,0.0002524656,0,0,0,0.0001329508,0,0.0048137582,0,0.0002841464,0.0003533616,5.12028331287032E-05,0,0.0001476116,0.0005220867,0,0,0,0,0.0046356054,0.0797570792,0,0,0.0002744139,0.0006997515,0.0005244156,0.0003908395,0,0,0.025570236,0,0,0.0004555493,0,0,0,0.0001755797,0.0004625511,0.00110102,0.0002030007,0,0,0,0.0014530844,0,0,9.26071792279863E-05,0,0,0.0007274866,5.37421558351013E-05,0,0.0016066638,0,0,0.0003992578,0,0,0.0001517939,0,0,0.0109121855,0,0,0,0,0,0,0,0.0007487216,0,0,0,0,0.0018852526,0.0045849835,0,0,0.0002290992,0,0,0,0,0,0,0.0019718009,4.70185481558982E-06,0,0,0,0,0.025871059,0,0.0025891668,0,0,0,0.0003092401,0.0025348003,3.62407656139939E-05,0.0004148098,0.0024264227,0,0,2.40045745296464E-05,0.0005548158,8.21954111840553E-06,0.0002096513,0,5.19329357245968E-05,0,0.0037501029,0.0006581942,0.0001645939,0.0023025412,0.0021198086,0,0,0,0,0.00128668,0,0,0.0011139985,0,4.23038345654517E-06,0,0.0007441519,0.0001227986,0,0,0,0,0,0,8.60653011157049E-06,0,0,0,0,0.0009988964,0,0,0,0,0.0001135323,0.0010976477,0,0,0,0,0,0.002896891,0,0,0,0,0,0.001341273,0.0008627883,0,0.0005911935,9.55631029529375E-05,0,0.0030858242,0,0,0,0.0015446953,0,0.0004170052,0.0004743859,0,0.0002154265,0.0015691966,0.0001768747,0.0001808965,0,0.000077145,7.03628883120227E-05,0.0016645876,0.0001262115,0.0003390721,0,0,0,0,0.0002044704,0.0001710069,0,0,0.000126838,0.0001138863,8.63379492294802E-05,5.38752202067933E-05,0.0004007603,3.44041982558182E-05,0,6.213256742304E-05,0,0.0004167207,0.0005413431,0.0020857568,0.0007585715,0
CL,0,2.0313712992,2.3248198525,0.7612474199,0,0,0,0,0,0,0.0580518533,0.0145517451,0.0054526363,0,0,0,0.0002915897,0,0,0,0.0306541079,0,0,0.1093866285,0,0,0,0,0.0035529104,0,0,0.0005311146,0.0049299972,0,0,0,0,0.0139509135,0,0,0,0.0018119543,0,0,0,0,0,0,0,0,0.0015989571,0,0,0,0,0,0,0,0,0,0.0007406233,0,0.2348460709,0.0057035681,0,0,0,0,0.000530912,0,0,0,0,0,0,0,0.0137157397,0.0001410431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003991678,0,0,0.3895655944,1.5479378832,0,0,0,0,0,0,0,0,0,0.0012848717,0.000314718,0,0,0,0,0,0,0.109251615,0,0,0.18547871,0,0,0,0,0,0.0121729853,0,0,0,0,0.0164616791,0,0.180167359,0,0,0,0,0,0,0,0.0015994993,0,0,0,0,0,0,0,0,0,0,0,0,0.0065269021,0.0066571881,0,0,0,0,0.2403135896,0,0.0344885388,0,0,0,0,0,0.0008836328,0,0,0,0,0.0095013433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2023396427,0,0,0,0,0,0,0,0,0,0.0038688076,0,0,0,0,0,0,0.2433577152,0,0,0,0.0080270754,0,0,0.0419945275,0,0,0,0
CLA,0.2239475598,0.7659761619,0.6431133305,0,0.0032100741,0,1.0699835921,0.1302135305,0.759623524,0.001159766,0.021050777,0.0157955156,0,0.0032824812,0.1487626129,0,0.001551937,0,0.0714968923,0.9223523729,0,0.4827819491,0.1955026402,0.1188260657,0,0,0,0.2200191352,0,0.014735052,0.5493974072,0.0087332799,0.0613279408,0.108242843,0,0,0,0,0.0157566736,0,0,0.0873403421,0,0.0412088155,0.0063493731,1.4195551066,2.9530320802,0.479800316,1.4333484028,0.0817363292,0,0,0.0486982685,0,0,0.2374325147,0,1.3376660752,0.0382357783,0,0,0,0.756826887,0.0696713003,0,0,0,0.0286894139,0.1843907803,0,0,0,0,0.0122057845,0.696052074,0,0.0921834261,0,0,0,0.0005062543,0.0125395795,0,0.0858550536,0,0,0.2507082366,0.0101116538,0,0.0282658161,0,0,0.0006839556,0,1.149956297,1.624981631,0.0052570342,0.0524889845,0,0,0,0,0.011057784,0,0,0.0532751918,0,0,0,0.0271654557,0.0063028153,0.2209347007,0.1411999604,0,0,0,0.3165970824,0.2759929133,0,0.1685771833,0.0186736337,1.3395332436,0.0474462258,0,0,0,0,0.054178686,2.1113291142,0.557007883,0.0045818046,0.0272963834,0,0.1617773034,0,0.0314974824,0.2791828354,0,0,0,0,0,0.030013352,0.2685441166,0.0232976498,0.2189174834,0.0006041288,0.0010317041,0,0.0176384412,0.230434314,0.061039272,0,0,0.1017128266,0.2271767162,0.5602219243,0.534142277,0.017721782,0.00243693,0,0,0,0.649079752,0,0.0703822172,0.2308933113,0,0,0.0303751199,0.0317124115,0,0,0,0,0,0,0.3268203317,0.2805542016,0.6123983537,0.1280431818,0,3.6308932261,0.0473370882,0,0.0785098205,0.0089481818,0,0,0.9005940507,0,0,0,0.2019543077,0.0477270495,0.0007266473,0.0170486612,0,0.0021825119,0.517123064,0.0680999464,0.2937775459,0.0440720548,0.7009339544,0.1007446626,0.2337253268,0.1572994319,0.0120423513,0,0,0.0521054211,0.1429523329,0.00487963
