ROOT,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
SSp-tr,0,0.0810397586,0.0145238277,0.0217360682,0.0007591968,0,0,0,0.001393185,0,0.0099809997,0.0029146701,0.000040364,0.0002956237,0,0.1346553048,0,0.2863734697,0.1821056118,0.1368967824,0.0061589979,0,0,0,0,0,0,0,0.000380901,0.0164199259,0.0033954083,0,0,0.000213605,0,1.1314034556,0.0080033432,0.0004764211,0.0019920915,0.0001208575,0,0,0,0.0005552496,0.0001222931,0.0123515295,0.0109545232,0,0,0,0.0010405808,0,0,0,0.0069427286,0.0008688513,0,0,0,0,0.0020179304,0.0491162887,0.0196085318,0,0.0017287431,2.75173912642501E-05,3.89702845413502E-05,0,0,0.0001251976,0.0386003266,0.00660363,0.0094981113,0.0029359307,0.006984223,0.0529236119,3.73126761262382E-06,0,0,0,0,6.26037808663224E-05,0.0007413657,0.0188147201,7.003716146491E-05,0,0,1.87058131310167E-06,0.0045835608,0.009922601,0.0111855166,2.87745441457086E-05,1.18773445442825E-05,0,0.4500662246,0.3131813439,0,0,0.0014739967,0.1791997313,0,0.0016002151,0.000966907,0.0016721921,0.001854152,0,5.84021189387525E-05,0.0094156851,0.0241367107,0.0017428634,0.0195440805,0.0038451671,0.0360266588,0,0,1.27858401982968E-05,0.1237319146,0,0,0.003593913,0.0063274277,0.0055488283,0.0147989864,0.0011203712,0.0400654491,0.0005708371,0,0.0029944606,0,0.0156652709,7.96044910763468E-06,0.1789989811,0.0181296697,0.0036220018,0.003991882,0.0044345296,0.0005259314,3.1646363540003E-05,0.0042448147,0.0355021523,0.0020619588,0.0012004355,0,0.2315070444,0,0.0004787167,0,0,0,0,0.0050425878,0.0056791307,0,0.0128820874,0.0044723841,4.67017052521425E-05,0.0262087233,0.0145715576,0.1496575751,0,0.4357564084,0.0146334407,0,0,0.0006274266,0.0108809361,0,0.0293873454,0.0019710601,0.0003421299,0.0012066505,0.027847583,0.0001379017,0.0001903318,0.0008878833,0,0.1911456624,0.5034497946,0,0,0.4227876449,0.0627258089,0,0.000767549,0,0,0,0,8.1935828977022E-06,0.0287104959,8.20794169319197E-07,0.0183516598,0,0.0013512738,0,0,0.0336411165,7.01576959133765E-05,0,0,0.0727837044,0.016149847,0.0041313974,0.0589208108,9.1166074259352E-05,0,0.0211346335,0,0.1712848796,0.0563429915,0,0.0058682646,0.0001059038
SSp-ul,0,0,0,0,0,0,0.0026378519,0.0035583275,0,0,0,0,0.000106591,0.0004202777,0,0,0,0,0,0.2277743133,0,0.0020958849,0,0,0,0,0.0014141172,0.0102827677,0,0.0080234987,0.0233821702,0,0.004643427,0,0,2.3135319979,0,0,0,0,0.0006004002,0,0,0,0,0.0196660221,0,0,0.007878134,0.0005816331,0,0,0.0091891707,0.0026408951,0.1034522807,0.0210322587,0.023419969,0.0027235717,0.000527938,0,0,0,0,9.68634045841239E-05,0.0128708584,0,0.0011117863,0.0065164372,0.0015545586,0,0,0,0,0,0.0020890581,0,0,0,0.0012392838,0,0,0,0.0047375678,0.0150060519,0.0001920888,0.0037767707,0,1.56387158014432E-05,0,0,0,0,0,0.0011575551,1.1600823167,0.2668700936,0,0,0,0.2509698313,0,0,0,0,0,0,0,0.0035686062,0,0,0,0,0,0,0,0,0,0,0.0016491899,0.00233362,0,0.0204653511,0.0548469078,0,0.0518812071,0.0013280808,0,0,0.0062865532,0,0,0.08375263,0,0,0,0,0,8.02318918565457E-05,0,0,0,0.0010096958,0,0,0,0,1.34641835079642E-05,0,0,0,0,0,0.0004211023,0.0008044217,0.0003503412,0,0,0,0.0423390074,0,0.0484298789,0,2.21097097144242E-05,0,0,0,0.0034900623,0.0975006258,0,0,0,0.0072202065,0,0,0.0011174799,0.0011202213,0.5845745891,0.2204374788,0.0918398857,0.0196736263,0,0.6551443427,0.4380547672,0.0193766805,0,0,0,0.0002274203,0,0.0146308612,0,0.0118791759,0,0,0,0,0.136354887,0,0.0004644284,0.0193839618,0,0,0,0,0,0,0.0212762218,0,0.0721456211,0.132367467,0.0017316,0.012407583,0.0001477836
SSs,0,0,0,0.0224827683,0,0,0.0639062139,0.1056585696,0.0035106719,5.92097357263154E-05,0.000661627,0,0.0004171494,0.0005227022,0,0.0078485535,0,0,0,0.0371011428,0,0,0,0,0,0,0.011572551,0,0,0.0072833437,0.0475797625,0,0.0076892063,0,0,1.6650663329,0.0005328609,0,0,7.3657166001529E-06,0,0,5.46150966627683E-06,0.0011634116,0,0,0,0,0,0,1.84994285382613E-05,1.21378723751629E-06,0.012645641,0.0038186805,0.1375125465,0.0275573817,0.0120146596,0.1797487147,0,0,0,0,0,0,0.0017856801,9.48934470478655E-06,0,0.0028124163,0,3.0378886271168E-06,0,0,0,0,0,0,0,0.0001531115,0.0020188635,0,0,0,0.015340902,0,0.0005794404,0.0002834559,0,0,0,0.0069848239,0,0,0,0,0.8281556359,0.2505080012,0,0,0,0.1769063227,0,0.0003988421,0,0.000047856,0,0,0,0.0018132092,0.0033243625,0.0004658715,0.013984795,0,0.0058319481,0,0,0,0,0,0.006415296,0.0020061459,0,0.0207994722,0.0419993003,0.0006250037,0.0332910931,0.0004661633,0.000916113,0,0,0,0,0.1156783758,0.0031655981,0,0,0,0,0.0002987261,0.0095554916,0.0110261782,0.000105947,0.0028729423,0,0,0,0,0,0,0,0,0,0.0011474694,0.0003983381,0.0035145546,0,0,0,0,0.0559954526,0,0.0497909126,0,0.0004158739,0,0,0,0.0085658451,0.0350675347,0.0006358958,0,0.0005631475,0.0156441561,0,0.0006772604,0.0023120479,0.0037409554,0.9014428181,0.099867863,0.7780883315,0.304488081,0.0126821363,0.5695619958,0.8220424605,0.009210767,0,0,0,0.0027761915,0.000610049,0,0,0.0060039563,0,0,0,0.0014546525,0.1358793926,4.72471493364798E-05,0.0001970039,0.3681550243,0,0,0,0,0,0,0.0174682891,0,0.0979603104,0.2574165428,0.0380335125,0.0003478321,2.26325484958997E-05
STN,0.0477002362,0,0,0,0.0046431043,0.1043813966,0,0.0737455605,0.0028310017,0.0121805885,0.0715207101,0.012167684,0,0,0,1.6832468642,0.001731549,0,0,0.0394802552,0.0298293902,0.0323449152,0,0,0,0,0,0.2600558146,0.0029782523,0.3041403828,0.1513190315,0,0.1359164085,0.0058354116,0.0028805163,2.0692081535,0.1199372481,0,0.0764280096,0,0.0095840874,0.0671913943,0.0008767541,0.0001395735,0.0202099983,0.0388353605,0.0078672931,0,0.0493543501,0.0034987815,0,0,0,0.0391952497,1.6433630226,0.4431367601,0.758140852,0.302705774,0.0061166367,0,0,0.1008130269,0,0.0328109732,0.0847469519,0,0.001089529,0.5369715983,0,0.0086038014,0.2251309436,0.0063237826,0.1318740504,0.0251399526,0.7244757727,0.2833625827,0.0172903679,0.0461447636,0,0,0,0.0032347653,0.3454728954,0.400509186,0.0290426558,0.1053095846,0.0217403557,0,0.0284004388,0.0630230428,0.0688163922,0,0,0.0049438715,0,0,0,0,0.0716980825,7.9138428993,0,0.042894117,0,0.0610007347,0.0263431635,0.0086259656,0,0.1996716872,0.4078880481,0.0651498421,0,0,0,0,0,0,3.2789732079,0.0001331665,0.3596700294,0.2797865288,0.239673828,0.0193120687,0.2755618457,0,0.0845416996,0.0206819479,0.1225678069,0.4432966791,0.0275453721,0,0,1.0809233805,0.1414080982,0.0153358089,0.0418318973,0.2792385265,0.003886533,5.48395307486604E-05,1.7428475,2.6526363362,0.0164131678,0.0725286511,0,0,0.0164095442,0,0,0,0,0.0210771607,0.185766326,0.0858324343,0.0116595579,0.7371533696,0.3546279849,0,0,0,0.0335233883,0.0047602954,11.765439,0.5191374464,0,0.9032597945,0,0.0811699094,0.6492231518,1.4688741066,0.0094905208,0.0328686979,0.0704859417,0.2632064826,0.0036973215,0.001596752,0.0207772524,0.032416196,0,0,0.2267176509,0.1432015061,0,0,0.986691221,0,0,0,0.0129826095,0.0804511699,0.021982262,0.0627082027,0.0043336854,0.5041527459,0,0.002627596,0.0211602546,0.0997187893,0.7559662167,0,0.0531058943,0.6785536761,0,0,0,0,0,0,0.3764972452,0,0.1991761255,0.4510709475,0.0345852916,0.4453439993,0.0030114885
SUBd,0.0256647416,0,0.0529479875,2.8116551769,0.0069713296,0.15311314,0.0021112632,0.0007930175,0.0040620377,0,0.1369381784,0.0363714779,0.0001808374,0,0.2590803414,0,0.0002447132,0,0,0,0.0274881525,0.0871691936,0.0273988787,0.1549150206,1.9932912281,0.1274899264,0.2877298715,0.0152481073,0,0.0053407855,0.0055620066,0.000315477,0.0103039132,0.0035080924,0.0170874847,0.2237174959,0.0002706131,0.0004287738,0,0.000110502,0,0.0573121257,0,0.0726074301,0,0.1033736943,0.8673145658,0.1479840579,0.0235780593,0.029177321,0.0001443895,9.54641094591123E-06,0.0001810143,0.0042721271,0.002249038,1.12288108993666E-05,0,0.0012402665,0.0042394241,0,0,0,0.1397852497,0.0068730539,0,0,0.0023753592,0,0.0004013438,0,0.0875166644,0.0199027153,0,0.0025503637,0.7412489206,0.0555124887,0.1486385939,0,0.1362072531,1.0609303599,0.0011566907,0.0099491888,0,0.0029031841,0,0,0.0631922165,0.0226811832,0,0,0,0.0001261702,0.2206129708,0.0045842294,0.0021053653,0,0.0028049999,0.0650834546,3.37291321156852E-05,0,0.1072458532,0,0.1478070129,0,0,0.0120889569,0.0001299885,0,0,0.000026582,0.0043788653,0.0330751164,0.0117442385,0.1706858938,0,0.0014895201,0.1244414025,0.1514322466,0,0,0,0.1730482389,0,0.0007553602,0,0,0,0.1946269729,0.0439124939,0.0423594683,0.0234935876,0.0049037439,0,0.3138938129,0,0,0.3023775988,0.0002318111,0,0,0.0003848846,0,0.0155242885,0,0.0114401877,0.0073185978,0.0004729875,0.0001680863,0,0.0426179087,0.151346693,0.0350717839,0,0,0,0,0,1.1776283472,0.0165009994,0.0033671679,0,0.0023419373,0.0722857819,0.2399415755,0.0001451655,0.0283885783,0,0,0,0.0064169835,0.01577276,0,0.0001374768,1.90508976418192E-05,0,0,0,0,0,0,0,0,0,0,0.5708608259,1.1354397865,0.0815988137,0,0,0.0114999823,0.0660775908,0,0.050360663,0.2483805067,0.0891299142,0,0.0095010464,0.0003079266,0,0,0.0109377497,0,0.0097252983,0.3551673609,0.0175233753,0.0161856434,0.0267514335,0.0076820895,0.0009098301,0,0,0.022758774,0
SUBv,0,0,0.0086094902,1.1608272343,0.0321049027,0.1889912165,0,0,0,4.15278654825808E-06,0.0694392257,0.0170418494,0,0.0007707463,0.030295622,0,0.0038065053,0,0,0.0007883374,0.1064016121,0.0521433548,0.0682163111,0.0818798871,0.2174456931,0,0,0,0,0,0,0,0.0056908152,0,0.0334058729,0,0,0.0001293618,0,0,0,0.0409066822,0,0,0,0.0325206882,0.2950718546,0.1288035013,0,0,0,0,0,0,0,0,2.4544585885963E-05,0,0.0040255168,0,0,0,0.0556621049,0.0007256607,0.000085767,0,0.0026076019,4.52795988745143E-05,0.0137151067,7.75253001809804E-08,0.0216186338,0,0,0.0014571541,0.266855981,0,0.0631660399,6.36074512445847E-05,0,0.6003666139,0.0023148053,0,0,0.0049399669,4.58845463943721E-06,3.63978179149127E-05,0.0273089084,0.0097741023,0.00032498,0,0.0029228121,0,0.154612535,0,0,0,0.0071246171,0.0670209468,0.0016371343,0,0.1250475859,0,0.02454035,0,0,0.0007534953,0,0,0.0006332609,0,0,0,0,0,0.0195845152,0,0.0188933392,0.302260145,0,0,0,0,0.0003358556,0,0,3.78458604408698E-06,8.18591199952984E-05,0.0588942689,0,0.001763835,0.0108123383,0,0,0.1619508509,0,0,0.579296768,0,0,0,0,0,0.019007927,0,0.0234485238,0.0355807203,0.0022571671,0.0004992035,0,0.0258888423,0.1407030653,0.0152110627,0,0,0,0,0,0.3204136199,0.0213775869,0.0175787093,0,0,0.0575988083,0.010682222,0,0.0055739077,0,0,0,0.0004917709,0.0055396248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5792609385,0.0145989022,0,0,0.015008691,0.0198118622,0,0.0327185923,0,0.0384377031,0,0.0049401571,6.01161735628611E-05,3.79343012736018E-07,0,0,0,0.0051824021,0,0,0,0.0078328668,0.024740671,0,0,0,0.0002797262,0
SUM,0,0,0,0,0,0,0,0,0,0,0.0419239828,0.040129664,0,0,0.0446420718,0,0.0213527327,0,0,0,0,0,0,0,0.228022552,0.0216874485,0.1805829623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4575794424,0.2759718372,0,0,0,0,0,0.1132533967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073051606,0,0,0,0,0,0,0,0.3164450966,0,0,0,0,0,0.0804013607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457979641,0,0,0.004028148,0,0,0,0,0,0,0,0,0,0,0,0.0091731984,0,0.0254390723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166003864,0,0,0.001402167,0,0,0,0,0,0.0043014767,0,0,0,0,0,0,0,0,0,0,0,0,0.0058773691,0.0007916468,0,0,0,0,0,0.0048804406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1503223758,0,0,0,0,0,0,0,0,0.2791421663,0,0,0,0,0,0,0,0,0,0,0,0,0.1602812043,0,0,0,0,0
SUT,0,0,0.0007593982,0,0,0,0.0035317827,0.0507559668,0.0014425511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1661568591,0,0,0,0,0,0,0,0,0,0,0,0.0028360933,0,0,0.003355156,0.000455945,0,0,0.0074436413,0.000639969,0.0184453727,0,0.0148408892,0,0,0,0,0,0,0.0938381061,0.0008253692,0,0,0,0,0,0.004628994,0,0,0.4849413772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4076316284,0,0,0.0064932391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607743381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145714163,0,0,0,0,0,0,0,0,0,0,0.0622717232,0,0,0,0.0018239326,0,0,0.0126132251,0,0,0,0,0,0,0,0,0,0,0.0006271692,0,0.021244425,0,0,0.1281238447,0.063788911,0,0,0,0,0,0,0,0,0,0.0143885188,0.1171558834,0,0.0298389816
SUV,0.0082521006,0.0010632424,0,0,0,0,0.0024512074,0,0.0025374315,0,0.0037442859,0.0010465736,0,0.0002825227,0,0,0,0.0010553465,0.001030128,0.0031689933,0,0,0.0035009686,0,0.0005166502,0,0,0,0.050312235,0,0.0003362534,0.0021043054,0,0.0072495361,0,0,0.0173382001,0.0294038951,0.018655286,0.0857431374,0.00521865,0,0,0.0021076648,0.0031233622,0.0041130694,0.0019028227,0,0.0010398672,0.000188572,0.1229559706,0.0069744985,0,0,0.0023310933,0.0015819619,1.0292405976,0,0,0,0,0,0,0,0.019483719,0.0141266911,0.0061868475,0.3005559304,0.0001018996,0.0244115927,0,0.0003151023,0.0030552323,0,0,0,0,0.1393499213,0,0,0,0,0.2553904525,0,0.0057793094,0.142304784,0,0,0,0,0,0,0,0.0061596553,0.0037335466,0.0002434297,0,0,0.0007441169,0.8991291794,0,0.4232858288,0,0.0527117082,0.0128336739,0.0020057449,0,0,0,0.0922060547,0.0008355348,0,0,0.0013391604,0,0,0.8968344186,0.0003189396,0,0,0.1201823285,0.001137603,0,0.0279433939,0.0055698508,0.1303473997,0.0418044545,0,0.0152073158,0.0007827328,0,0,0,0.0011793257,0.0006851898,0.0931401305,0.0010649238,0,1.2041876088,0.2561445658,0.1252466657,0,0,0.0005126782,0,0,0,0,0.0193168081,0,0,0,0.0053319548,0.0266937637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239166671,0,0.0033730578,0.0046392146,0.3610683925,0,0,0,0.0140586053,0.0016147754,0.0021260262,0.0012510021,0.0026214138,0.002965258,0.0068395583,0,0.0001464157,0,0,0,0,0.0019194457,0.0015192153,0.0315211394,0,0.002230859,0,0,0,0.0521775425,0,0,0.0006951726,0,0,0.0016700901,0,0.0004270104,0.0461331859,0,0,0,0,0,0.0699744725
TEa,0.0004202384,0,0,0,0,0,0.0877075436,0.1081622066,0.0242661326,0,0,0,0,0,0,0.0365972269,0,0,0.017970422,0.142737167,0,0.1260983321,0.0204414358,0.0111901322,0,0,0,0.0714614279,9.18187700229096E-05,0.004544885,0.0582019718,0,0.0098646055,0,0,1.9324097145,0,0,7.59636085732275E-05,0,0,0,0,0,7.87739523173266E-06,0.3306423595,0,0,0.0039983262,0,0,0,0.0116212258,0.0098296429,0.088043358,0,0.0004458872,0.1088157342,0.0058465981,0.0039982491,0.0024548118,0,0,0.0026910139,0,0,0.0002178994,0,0.0592094835,0,0.0163018245,0.0391986558,0.0522572563,0,0,0.0451354881,0.0010706175,0,0,0,0,0,0.0002143053,0.0155617368,0,0,0.0210928491,0,0.0087334467,0,0.0521436119,0,0,0,0.2404207639,0.1340413057,0,0,0.0028132578,0.0645467159,0,0,0,0,0.0011205468,0,0,0.0123508304,0.0034653392,0,0.025269702,0,0.0055897925,0,0,0,0.0274018464,0,0.0013084404,0.0121051841,0.0011206705,0.0084774228,0.0170921502,0,0.006707851,0,0,0,0,0,0,0.0662531827,0.0036619821,0,0.0121086976,0.0006770601,0,0,0,0.0022873743,0,0.0004899919,0,0.0140113987,0,0.0041900585,0,2.94728729908531E-06,0,0,0,0.0026593882,2.85516817828727E-05,0,0.0101068448,0.004315692,0,0,0.0622581006,0,0.1881201615,0.1322891879,0,0.0229705271,0,0.0002971654,0.0064029754,0.0071073264,0,0.0036565363,0.0043308496,0.0149008989,0,0,3.54135480225887E-05,0.0001009586,0.1721835932,0,0.090838152,0.0423130431,0,0.0520943095,0.2163834058,0.001136875,0,0,0,0.0009817473,0.0002555686,0.2503749741,0,0,0,0,0,0,0.0181507433,0,0,0.1176132428,0.1108993629,0.1784410134,0.1724892382,0.2339388204,0.0169025844,0.1111820912,0.0124889809,0,0,0,0.0154103042,0.0035732702,0
TR,0.0796094526,0,0,0.1714311142,0,0,0.0914679375,0.2332638473,0.0315064776,0,0,0,0,0,0,0,0,0,0,0.0015383626,0,0.6452857486,0.2819382164,0.242514476,0.1170277298,0.0043350569,0.0107126431,0.7329319366,7.58833265182701E-05,0,0.0568893144,0,0,0.0396555406,0.1093530492,0,0,9.37516608592277E-05,8.91584057039066E-05,0,0,0,0,0.0169339331,0,0.0940015257,0.7913877674,0.0228681712,0.323864962,0.1398324805,0.000067831,0,0,0.0483228448,0.0010420864,0,0,0.0813133401,0.0953025685,0,0,0,0.0092487342,0,1.40261611150365E-05,0,7.55557414709852E-05,0,0.0333378628,0,0,0,0,0,0.0142268415,0,0.0387674444,0,0,0.0072410937,0,0.0143118748,0,0,0,0,0.1003756906,0.0002893139,0,0,0,0,0,0,0,0,0,0.001053335,0,0,0.00247458,0,0.0227363997,0,5.62088815792713E-06,0.0546611308,0,0,0,3.13626316648912E-05,0,0,0.0011116174,0.2276168825,0.0241083339,0.0455941231,0,0,0,0.0001344646,0,0.1868510423,0,0,0,0,0,0,0.7947995252,0,0,0,0,0,9.82328761427533E-06,0,0,3.6141246273173E-06,0,0,0,0,0,0,0.0001541471,0,0,0,0,0.0020155034,0,0,0,0,0,0,0,0,7.16720517410197E-05,0,0,0,0,0.1582763374,0,0,0,0.0002047386,5.53626160652276E-06,0,0,0,1.39322767599733E-05,0,0,0,0,0,0.0005408583,0.0004717096,0,0,0.0035606004,0,0,0.315962648,0,2.37111246613157E-06,0,0.0187005716,0,0,0,0.0477827154,0.0192128127,0,0,6.44112015506075E-05,0,0.0304270696,0,0,0,0,0,0,0,0,0,0,0,0,0
TRN,0,0.0002264841,0,0,0,0,0.0005454861,0,0,0,0.0020561341,0.0002064874,0.5062176515,0,0,0,0.0003468758,0,0,0,0.0003100799,0,0,0.0168665648,0,0,0,0,0.0406556589,0,0.0014091744,0.0034936289,0.0093003216,0,0.0006351402,0,0,0.1425410598,0.0030470405,0.008512321,0,0.0159775115,0.0337257756,4.76304987410999E-05,0.0055131391,0,0,0,0.0016243879,0,0.0819017368,0,0,0,0,0,0,0.0013130539,0,0,7.91310728034599E-05,0,0.0018009689,0.0037561643,0,0,0.0135973714,0,0.0002234309,0,0,0,0,0.0099467504,0.1923846097,0,0.0400227225,0,0.0003560453,0.0144984057,0,0,0.028239676,0.0207487747,0,0,0,0.0039945364,0,0,0,0.0008156651,0,0,0,0,0.0013526101,0.0121514478,0.0026169506,0.2713568763,0.0048674613,0,0.0490103455,0.0059712325,0.012333553,0.0010255318,0.0101192462,0,0.0044373875,0,0.0005427301,0,0.0011666954,0,0,0.0001062837,0.2184068972,0,0,0.0136600449,0.0264489557,0,0.012200421,0.4031459575,0.2857507282,0,0,0.0209076108,0,0.0005555781,0,0,0.0010854831,0.0002655199,0,0.0260828666,0,0.1690108019,0.1224424707,0.1496984038,0,0,0,0,0.004348887,0.0113998546,0,0.0003627583,0.0550893406,0.0023044619,0,0.0026599319,0,0.0183671191,0.0305935979,0,0.0005652215,0.0015000951,0,0.000321237,0.0924928599,0,0.0037128163,0,0.2051360645,0.0008916634,0.0129705606,0.0005040554,0.0121524009,0.0024733153,0.0021230609,0,0,0,0.0007307459,0,0,0.0078638379,0.000528319,0.0004430641,0,0.0054457863,0.0004991475,0.0023397126,0,0,0.0049236408,0.0013497482,0,0,0,0,0.0013730823,0.0010606574,0.0084710955,0,0,0.0326816946,0,0,0,0,0,0,8.73162454984064E-06,0,0.0071660708,0.0017375924,0,0,0,0.0568838901,0
TRS,0.1032862027,0.013166564,0,0,0.0016505908,0,0,0,0,0,0,0.001132617,0.005532895,0,0,0.0037048718,0,0,0,0.0001168076,0.0030949448,0,0.0163914729,0,0.8282502024,0.3204258663,0.8149523511,0,0,0.0032523847,0,0,0.0121482499,0.0234569403,0,0,0,0.0030575025,0,6.38447635065327E-05,0,0,5.3222677346361E-05,0.0094772985,0,0,0,0,0,0.0165010916,0,8.36583845883425E-06,0,0.0013779257,0,0,0,0.001625474,0.0006792249,0,0,0,0,0.0060378934,0,4.01727683001877E-05,0,0,0,1.51191391325797E-05,0.0034818221,0.0025504934,0,0.0463986859,1.7628690299,0.0021857124,0.8808125517,0,0.0192451088,1.4624266299,0,0.1181751842,0,0,0,0,0.0153071042,0.0821080256,0,0,0,0.2187083089,0.0060208504,0,0,0.0304967474,0,0.3007403814,0,0,0.7648992135,0.0001751375,2.3715247846,0,0,0.0265586912,0.0005249059,0,0.0062035914,0,0,0,0.00996869,0.0487850031,0,0.0002620178,0.1517598331,0,0,0,0,0,0,0.0015138779,0.0008642121,0,0,0.3256018617,0,0,0.0140638227,0.0004812603,0,0.0279443474,0,0,0.0178419281,0.0016394901,0,0,0,0,0.0613642722,0.0147990083,0,0.064871947,0,0,3.98869054606759E-05,0,0.1342751361,0.0194047927,0,0,0,0,0.0111830038,0.0209261392,0.0307577016,0,0,0.0008501219,0,0.4107936462,0.0027485838,0.0049888677,0,0,0,0.001636066,0.0108966581,0,0,0,0,0,0.0029056991,0.0002828051,0.0025638439,0.004929484,0.0003463351,0.0052017084,0.0016543094,0,0.2489510046,0,0.1350287682,0,0,0,0,0,0,0.0851500025,0.0328250152,0,0.0028773258,0.0001652242,0,0,0,0,0,0,0,0,0,0,0,8.73511063226633E-05,0,0.0585855883,0
TT,0.2137532423,0,0,0.8636912378,0,0.0030849218,0.0227181222,0.0480350761,0.14626554,0,0,0,0,0,2.0853669694,0,0.0045121531,0,0,0,0,0.0871949854,0.1683158997,0.0575538602,0.0038991216,0,0.0013039942,0.0760660775,0,0,0.0263322184,0,0,0.1395940511,0.1089589702,0,0,0,0,7.24534151599179E-05,0.0046918883,0.0094634368,0,0.0963434743,0,0.0004471155,0.257259013,0.0100346115,0.4966437957,0.106348376,3.58184442634771E-05,0,0,0.0585380338,0,0,0,0.0011542804,0.0291236721,0,0,0,0.1058738308,0,0,0,0,0,0.0162792601,0,0,0,0,0,0.4355801192,0,0.191810928,0,0.0074003243,0.4492722081,0.0054896572,0.1488991205,0,0,0,0,0.2009479055,0.0081329138,0,0,0,3.15513729407266E-07,0.0088006032,0,0,0,0.0070110308,0.0394685421,0,0,0.1025276386,0,0.5145742204,0,0,0.1926549377,0,0,0,0,0.0549945466,0.0452911203,0.1118080118,1.484383665,0.0044714061,0.0838913559,0,0,0,0,0,0.0302416613,0,0,0,0,0,0.0376437938,3.3040153147,0,0.0061222057,0,0,0,0,0,0.0003691577,0,0,0,0,0,0,0,0.0072228145,0,0.0027504092,0.0033302121,0,0.0078417988,0.001868007,0,0,0,0,0,0,0,0,0.0009413555,0,0,0.0038142492,0.7337609433,0,0.0248371916,0,0,4.39068378877225E-05,0,0.0022401216,0,0,0,0,0,0,0,0,0.0001619361,0,0,0.0003741257,0,0.001629532,0.0063199784,0.021204201,0,0,0,0.0362376147,0,0.0020472211,0.5263140591,0.0563800572,0,0,0,0,0.0003902576,0,0,0,0,0,0,0.0025047446,0.0033850891,0,0,0,0.0249467474,0
